datetime,IESP,spi_3,spi_6,spi_12
1940-01-01,0.4537312601971856,,,
1940-02-01,0.47028829782440423,,,
1940-03-01,0.5127827346953736,0.6890986335417298,,
1940-04-01,0.3265152414883444,0.5460733144279424,,
1940-05-01,0.3210519426152348,0.5132290861250514,,
1940-06-01,0.35545194650821277,0.5622639815405954,0.6618738490443596,
1940-07-01,0.3566712678725374,0.6830323171470165,0.5753850665987433,
1940-08-01,0.3748618715798979,0.8492701685001517,0.6005161593173416,
1940-09-01,0.346444506049705,0.5502477998967826,0.5200916309592511,
1940-10-01,0.42576819984246017,0.707658865811648,0.7417864448436029,
1940-11-01,0.43729758616703823,0.6300938150658976,0.6988389751861055,
1940-12-01,0.30383952045662366,0.5420986951493013,0.5159289331286908,0.54160599247316
1941-01-01,0.48802218512508755,0.6609404895807803,0.695070976012195,0.6200196029155539
1941-02-01,0.6067915115400466,0.756850164766699,0.7551860659115711,0.7028164876878995
1941-03-01,0.627512314821778,0.8382194066301938,0.7538793261761715,0.6837324869406651
1941-04-01,0.6912627462383427,0.7960443949546645,0.7487099710527556,0.7611057867890196
1941-05-01,0.7122306777640023,0.7023242857508563,0.7841420139993377,0.7697535396320656
1941-06-01,0.7257831256482157,0.7831737103418814,0.9181073433331736,0.7522993500332456
1941-07-01,0.7374247673381757,0.7293652892902726,0.8329402253857567,0.7597383685430547
1941-08-01,0.7394338175766286,0.7309712592857627,0.7324881287128162,0.7477907202398181
1941-09-01,0.7732901274696815,0.7234297744908755,0.8299077885243653,0.7848780748171471
1941-10-01,0.3140202395886901,0.4827163013424261,0.5769388184406177,0.685593329113034
1941-11-01,0.3616157555388335,0.55771487012213,0.5815950833470956,0.7160555374658231
1941-12-01,0.31570337091987355,0.4126721687718203,0.4588359077878112,0.7425727317373112
1942-01-01,0.2985937720579358,0.48152569052136385,0.41009261922989276,0.5679378211876598
1942-02-01,0.28571990913800877,0.41684048569759424,0.3986717196746626,0.43934042942330936
1942-03-01,0.3804418897263649,0.5842531681757857,0.4587930915993709,0.5140974027329769
1942-04-01,0.4256547358893288,0.6990687530415269,0.5599334179767316,0.49542361013072356
1942-05-01,0.3300994192503405,0.7157294653598152,0.5081167875086715,0.45134100178359016
1942-06-01,0.3195201248008047,0.5869683221094197,0.5626104513213752,0.42867955161859556
1942-07-01,0.31768748486661524,0.38581542670573854,0.6207036964677066,0.41509740748021556
1942-08-01,0.31518059499887363,0.3976285509629355,0.6728549843822018,0.4109255155110633
1942-09-01,0.35473937576805475,0.676057703488737,0.6120250781738164,0.41369266052885484
1942-10-01,0.42059097315841976,0.7354077042713865,0.6329830496931556,0.5214598519327407
1942-11-01,0.42847374683165895,0.6799577536886171,0.6391540925403624,0.48551864824089996
1942-12-01,0.433251051121198,0.6005362324307885,0.6086465412742063,0.5257899516173747
1943-01-01,0.4471824207333148,0.5320930521349735,0.5936741965917156,0.5540347897357609
1943-02-01,0.31451085172158677,0.4912589113056988,0.5409697434886064,0.5263499751747921
1943-03-01,0.3916484121287179,0.563753441158685,0.5599025759034159,0.5105011457223076
1943-04-01,0.41529229959427555,0.5970830341038028,0.5296357700073346,0.48867028882899777
1943-05-01,0.33788374247343533,0.6627955027708389,0.5254625887879528,0.4978789768622197
1943-06-01,0.3214015539401557,0.5330805006559075,0.5154933068304309,0.4930838530843934
1943-07-01,0.33147102583293353,0.46847645271529753,0.5332602186564553,0.5041876778269934
1943-08-01,0.32742320201468167,0.4571990104820906,0.6220337177488353,0.5030017581656188
1943-09-01,0.3584746775884065,0.6835839555746779,0.5667582735389527,0.49401909707380653
1943-10-01,0.3445726608746138,0.5470838085083877,0.4469622023018762,0.42397428665484593
1943-11-01,0.3005680033082846,0.4195221619294674,0.35156252957845324,0.3686020060420731
1943-12-01,0.39026968137917945,0.5352507235930203,0.5501751560056746,0.4466562897906148
1944-01-01,0.2992349082554374,0.47967469107712374,0.43956175982088197,0.36720331503136805
1944-02-01,0.30573263492957886,0.5688590627246759,0.4563551158612144,0.42365204212876273
1944-03-01,0.32211372502174446,0.4311968125369328,0.42480067622991935,0.3602172394143274
1944-04-01,0.3254507138321815,0.5407410698340607,0.4554677349259905,0.3325647275506197
1944-05-01,0.33071395374346,0.5524707290874217,0.5306765379326547,0.3678397266478154
1944-06-01,0.3457792947235296,0.6254520596088263,0.4447942661157475,0.4034138946033774
1944-07-01,0.3443440894357221,0.6474154709721146,0.5521058706685928,0.3914974424695812
1944-08-01,0.3648938588327403,0.7650706698460404,0.5969052683789821,0.4173669574158766
1944-09-01,0.3909034104868813,0.7146741928509427,0.6716670902538017,0.4090613357070773
1944-10-01,0.3912615002648108,0.6250641998896057,0.6365397702213695,0.428706569603907
1944-11-01,0.3471938952090815,0.514990143472334,0.5529508973850747,0.4610076243966966
1944-12-01,0.3239629406686196,0.4195318249977024,0.46055896222193954,0.32692301901440446
1945-01-01,0.3404349501763836,0.4729780962429971,0.4765541131470533,0.4102224642718311
1945-02-01,0.2805150836267508,0.42386474379321365,0.37444231934887673,0.33909748612435
1945-03-01,0.2783047779802437,0.40876286999070277,0.3255433052433731,0.32092933887092945
1945-04-01,0.21768911420883552,0.11735627941078575,0.25121142169228194,0.2354425633699629
1945-05-01,0.17754414978952857,0.15106957706212998,0.20850353054401632,0.18917687237058867
1945-06-01,0.18523196609198353,0.19312189179370653,0.20356244363174025,0.1835696725091484
1945-07-01,0.1855639827013414,0.42813326153869413,0.06548915237821712,0.18612318805558292
1945-08-01,0.18180443577094962,0.5921824450891104,0.1505587867656762,0.1532413805881226
