Año;Mes;Precipitaciones;ISSP
1960;12;75.4042;1.899190944
1961;01;37.9114;0.24829288
1961;02;0.931934;-0.122950933
1961;03;48.8946;0.046639041
1961;04;56.4299;0.03055636
1961;05;80.9602;0.327403661
1961;06;22.2142;0.38081869
1961;07;16.9617;0.50689583
1961;08;2.97428;0.326375332
1961;09;60.4477;0.687758316
1961;10;53.2539;0.754287058
1961;11;168.931;1.698377087
1961;12;158.015;2.57110349
1962;01;82.9967;2.861899747
1962;02;28.3641;0.202987016
1962;03;143.364;1.176004267
1962;04;91.9879;1.462329214
1962;05;21.4786;0.131908722
1962;06;46.4539;0.391473426
1962;07;0;0.322754571
1962;08;0.246259;0.284998684
1962;09;24.6933;0.34230373
1962;10;114.354;0.928466206
1962;11;68.787;1.020868584
1962;12;137.819;1.721835484
1963;01;144.285;2.533866045
1963;02;152.024;3.447604325
1963;03;37.1596;3.517392467
1963;04;125.701;4.090434851
1963;05;44.1345;0.324588765
1963;06;31.6006;0.457831651
1963;07;12.4018;0.545128529
1963;08;1.82495;0.316600706
1963;09;42.2203;0.5229664
1963;10;17.6206;0.104411127
1963;11;116;0.598342594
1963;12;178.597;1.646111289
1964;01;18.0449;0.079335651
1964;02;142.705;0.913819286
1964;03;88.9853;1.424365823
1964;04;25.7053;0.063546381
1964;05;19.8992;-0.158907521
1964;06;29.6159;-0.042543774
1964;07;5.27677;-0.015842638
1964;08;4.83334;-0.014587099
1964;09;29.9529;0.087448898
1964;10;8.63715;-0.225471303
1964;11;58.3545;-0.221793476
1964;12;46.016;-0.301577109
1965;01;83.7721;-0.004186362
1965;02;65.7252;0.175612568
1965;03;67.7927;0.505923887
1965;04;4.49866;-0.116808243
1965;05;7.98238;-0.440610287
1965;06;14.2824;-0.454652282
1965;07;1.074;-0.463694149
1965;08;1.40909;-0.491560589
1965;09;84.5958;0.075193046
1965;10;134.198;0.830121397
1965;11;88.1865;1.087509341
1965;12;58.8196;1.116615586
1966;01;116.782;1.694743313
1966;02;112.105;2.268985275
1966;03;9.75596;0.177660738
1966;04;89.1649;0.439977116
1966;05;17.6603;0.099435493
1966;06;28.2561;0.204234645
1966;07;0.188769;0.187664216
1966;08;6.65252;0.204391207
1966;09;30.7059;0.31283119
1966;10;84.5085;0.645168737
1966;11;72.8162;0.771837969
1966;12;5.86498;-0.080322785
1967;01;54.786;-0.02944809
1967;02;61.7619;0.116644442
1967;03;26.058;0.092017585
1967;04;29.89;-0.149777121
1967;05;53.2869;-0.088280993
1967;06;50.8378;0.208567159
1967;07;0.0979178;0.191224074
1967;08;0.00693045;0.151432785
1967;09;1.12156;0.008268908
1967;10;51.3195;0.058346295
1967;11;102.026;0.433434064
1967;12;15.9034;0.005050261
1968;01;1.53836;-0.396926511
1968;02;155.111;0.543065561
1968;03;68.1026;0.876012464
1968;04;49.0653;0.262214534
1968;05;17.1551;0.016423077
1968;06;26.3645;0.105134871
1968;07;0.775828;0.093557161
1968;08;8.49539;0.12595708
1968;09;6.94921;0.032355209
1968;10;40.5008;-0.009576444
1968;11;91.255;0.273907958
1968;12;58.4484;0.299857284
1969;01;93.5416;0.680334012
1969;02;156.046;1.628277913
1969;03;130.824;2.494647106
1969;04;36.1488;0.152364482
1969;05;39.3035;0.094936969
1969;06;17.7286;0.11020363
1969;07;11.1823;0.187129113
1969;08;27.7433;0.383225381
1969;09;66.7297;0.798034449
1969;10;61.4596;0.934349633
1969;11;114.33;1.414078367
1969;12;29.5188;0.120844198
1970;01;207.141;1.467441773
1970;02;13.0446;0.072700339
1970;03;33.4293;0.11076366
1970;04;18.5226;-0.227706575
1970;05;29.4238;-0.369157279
1970;06;69.8241;0.089162326
1970;07;0.540769;0.075585526
1970;08;0.00829765;0.035805866
1970;09;0.810097;-0.110006889
1970;10;3.02228;-0.470679481
1970;11;37.051;-0.648180035
1970;12;35.6893;-0.81578843
1971;01;94.2704;-0.429113527
1971;02;4.26338;-0.772024625
1971;03;47.5413;-0.613943967
1971;04;109.031;-0.182673763
1971;05;80.3903;0.109326749
1971;06;23.9996;0.177925944
1971;07;7.47282;0.223303672
1971;08;5.99743;0.234459365
1971;09;2.40451;0.102206503
1971;10;8.97756;-0.207818637
1971;11;8.98552;-0.62400571
1971;12;35.2794;-0.795100152
1972;01;102.966;-0.334472391
1972;02;102.013;0.153940847
1972;03;73.394;0.531889148
1972;04;21.2347;0.025525583
1972;05;28.9941;-0.119579561
1972;06;4.36405;-0.217973451
1972;07;9.25883;-0.157406369
1972;08;2.21923;-0.178382868
1972;09;52.6703;0.116856207
1972;10;140.738;0.927404837
1972;11;44.1095;0.223459786
1972;12;79.084;0.424907252
1973;01;49.5379;0.4311488
1973;02;20.5907;0.136877126
1973;03;43.8198;0.263307804
1973;04;10.748;-0.141282526
1973;05;78.3555;0.133412765
1973;06;28.8624;0.243368274
1973;07;1.43336;0.23738263
1973;08;3.7598;0.229508109
1973;09;0.529259;0.081306931
1973;10;34.6339;-0.010520534
1973;11;34.3126;-0.211310167
1973;12;81.0532;0.006884616
1974;01;26.8761;-0.179604056
1974;02;38.2437;-0.233525111
1974;03;61.9755;0.047313075
1974;04;80.5246;0.236146899
1974;05;9.6302;-0.073641046
1974;06;67.7954;0.367425216
1974;07;1.94225;0.339272688
1974;08;6.84375;0.35762602
1974;09;0.396287;0.191598355
1974;10;5.49559;-0.14803965
1974;11;27.574;-0.406138582
1974;12;17.5412;-0.728089849
1975;01;70.5082;-0.543503662
1975;02;82.2251;-0.223379189
1975;03;127.319;0.613181276
1975;04;29.0704;0.092165311
1975;05;45.2845;0.085603989
1975;06;32.3703;0.225392888
1975;07;0.0127426;0.20732542
1975;08;3.96933;0.201232873
1975;09;6.42431;0.103166922
1975;10;3.97824;-0.249375584
1975;11;21.8777;-0.555919438
1975;12;62.7143;-0.493690211
1976;01;21.4281;-0.726512107
1976;02;55.1219;-0.636890318
1976;03;39.0922;-0.550666128
1976;04;114.712;-0.071081122
1976;05;43.9464;-0.089022489
1976;06;39.4081;0.110620294
1976;07;26.9261;0.321440968
1976;08;14.0507;0.401086742
1976;09;100.292;1.101330748
1976;10;84.2832;1.431752201
1976;11;59.3412;1.443821546
1976;12;160.729;2.339629515
1977;01;128.435;3.016861694
1977;02;108.974;3.56447566
1977;03;13.2995;0.207797234
1977;04;5.59918;-0.240581904
1977;05;32.8326;-0.353042026
1977;06;28.9745;-0.242133148
1977;07;5.97667;-0.209479622
1977;08;14.0132;-0.130152772
1977;09;8.92275;-0.206970416
1977;10;69.9878;0.001873952
1977;11;74.4969;0.142836916
1977;12;139.344;0.856773376
1978;01;47.0451;0.325971617
1978;02;132.634;1.074805125
1978;03;37.1948;1.14489263
1978;04;93.0588;1.440325186
1978;05;54.1781;1.50940064
1978;06;62.2444;1.903257702
1978;07;0.0504107;0.323183295
1978;08;4.95859;0.325504039
1978;09;12.12;0.275877823
1978;10;21.1071;0.069009931
1978;11;46.8536;-0.025123139
1978;12;134.775;0.649955667
1979;01;162.383;1.615903019
1979;02;133.092;2.368631648
1979;03;56.1357;2.599804496
1979;04;60.2622;2.616314109
1979;05;15.7189;0.082924605
1979;06;12.3685;0.0526056
1979;07;15.9992;0.170497034
1979;08;0;0.130646805
1979;09;37.4264;0.296242153
1979;10;174.826;1.396696605
1979;11;20.7512;0.024806091
1979;12;13.2924;-0.333279647
1980;01;17.5926;-0.598721051
1980;02;45.5353;-0.590629746
1980;03;38.0051;-0.51365094
1980;04;18.1108;-0.855623381
1980;05;56.4252;-0.767437174
1980;06;1.28083;-0.892052708
1980;07;0.264996;-0.907974855
1980;08;4.96015;-0.905640844
1980;09;10.1474;-0.972043293
1980;10;38.128;-1.034154731
1980;11;71.0803;-0.922248685
1980;12;1.35817;-1.381830632
1981;01;0.497965;-1.792655579
1981;02;19.6719;-2.004522918
1981;03;29.0452;-2.003744744
1981;04;71.143;-1.894697955
1981;05;23.7809;-2.084139435
1981;06;10.4206;-2.131024609
1981;07;17.3389;-2.001739522
1981;08;4.41283;-2.004060266
1981;09;15.3148;-2.02651589
1981;10;7.46949;-2.349366607
1981;11;0.411195;-2.83847514
1981;12;182.978;-1.753447662
1982;01;61.0601;-1.649214068
1982;02;47.046;-1.628274819
1982;03;29.5429;-1.623263891
1982;04;37.4821;-1.800490597
1982;05;16.1773;-2.05459788
1982;06;3.31664;-2.161899604
1982;07;12.5895;-2.073006407
1982;08;12.316;-2.008113615
1982;09;21.5811;-1.977276677
1982;10;17.1607;-2.21770724
1982;11;126.879;-1.631253906
1982;12;25.5632;-1.884981033
1983;01;0.0205625;-2.299866111
1983;02;34.5951;-2.384817157
1983;03;8.65981;-2.55740918
1983;04;76.2501;-2.404928396
1983;05;19.1539;-2.633720798
1983;06;6.08854;-2.717448539
1983;07;2.09928E-05;-2.7356242
1983;08;20.6752;-2.599639506
1983;09;1.87754;-2.736374053
1983;10;25.179;-2.908611943
1983;11;150.524;-2.121066636
1983;12;63.3778;-2.053194587
1984;01;29.166;-2.220208507
1984;02;27.2859;-2.367321594
1984;03;85.1298;-1.889564658
1984;04;63.8294;-1.84271733
1984;05;71.2444;-1.628499312
1984;06;23.3175;-1.565701125
1984;07;0.0183162;-1.583721192
1984;08;12.1043;-1.52062883
1984;09;7.60072;-1.60868985
1984;10;39.3519;-1.660392471
1984;11;124.117;-1.097428925
1984;12;17.5387;-1.419401453
1985;01;122.502;-0.792627243
1985;02;74.7279;-0.536263682
1985;03;7.93342;-0.715033382
1985;04;96.331;-0.391771977
1985;05;46.8275;-0.385210655
1985;06;10.1038;-0.434790095
1985;07;0.535229;-0.448414011
1985;08;0;-0.48826424
1985;09;6.57498;-0.585048798
1985;10;0.447956;-0.967615063
1985;11;65.6324;-0.90204139
1985;12;115.649;-0.389622134
1986;01;48.0701;-0.395863682
1986;02;112.381;0.180725558
1986;03;28.8622;0.179947384
1986;04;56.3797;0.163437772
1986;05;26.3363;-0.004270977
1986;06;15.7225;-0.006065454
1986;07;0.400958;-0.020831295
1986;08;0.00242498;-0.0606609
1986;09;30.107;0.042685661
1986;10;73.5047;0.281439961
1986;11;63.2479;0.326734344
1986;12;31.9029;0.126924019
1987;01;127.135;0.793100179
1987;02;73.1214;1.035801053
1987;03;10.9702;0.1879874
1987;04;69.6203;0.284084189
1987;05;7.41378;-0.044553588
1987;06;13.078;-0.068838558
1987;07;83.093;0.619660809
1987;08;31.6644;0.849104581
1987;09;32.6405;0.973997622
1987;10;133.004;1.718771444
1987;11;57.8691;0.340480091
1987;12;172.135;1.333291868
1988;01;111.668;1.867926918
1988;02;25.4934;0.178572775
1988;03;4.33344;-0.030813423
1988;04;37.038;-0.211817034
1988;05;70.0005;-0.008177925
1988;06;87.7969;0.602993691
1988;07;7.78122;0.650994247
1988;08;0.0112436;0.301175804
1988;09;1.25984;0.159187948
1988;10;51.5431;0.21116697
1988;11;104.682;0.608843036
1988;12;0.468993;-0.126213657
1989;01;39.7882;-0.202889699
1989;02;42.5991;-0.219769688
1989;03;17.8238;-0.314425368
1989;04;83.4555;-0.100665324
1989;05;49.313;-0.072965745
1989;06;7.71415;-0.142868274
1989;07;0.16389;-0.15965029
1989;08;8.76385;-0.124967219
1989;09;41.9479;0.079081814
1989;10;48.5275;0.105414274
1989;11;196.601;1.28482741
1989;12;216.543;2.655312789
1990;01;60.281;2.752920425
1990;02;0.0513588;-0.037802368
1990;03;22.488;-0.092790753
1990;04;101.711;0.276225561
1990;05;9.2155;-0.037089255
1990;06;0.0685361;-0.1720149
1990;07;2.33209;-0.170357177
1990;08;8.81647;-0.135226593
1990;09;10.953;-0.194777712
1990;10;82.2211;0.118106344
1990;11;57.975;0.118556664
1990;12;18.3331;-0.196659786
1991;01;16.1741;-0.474165007
1991;02;76.5785;-0.202062778
1991;03;101.82;0.417638131
1991;04;27.9492;0.08262992
1991;05;3.98697;-0.275151608
1991;06;20.8252;-0.23354951
1991;07;1.60384;-0.238085285
1991;08;0.0208263;-0.277758394
1991;09;28.9373;-0.184359698
1991;10;58.459;-0.073563507
1991;11;23.6311;-0.365195344
1991;12;31.2934;-0.57018924
1992;01;8.47326;-0.913187255
1992;02;43.6325;-0.92127856
1992;03;18.2434;-1.012365697
1992;04;65.1847;-0.953992044
1992;05;50.9396;-0.912458833
1992;06;108.547;-0.124815298
1992;07;8.23756;-0.072933739
1992;08;5.68551;-0.06443081
1992;09;26.2753;0.00632856
1992;10;89.9962;0.385336964
1992;11;5.7801;-0.102517573
1992;12;41.4224;-0.221368074
1993;01;10.4217;-0.547795328
1993;02;9.52631;-0.845947154
1993;03;19.9372;-0.922629149
1993;04;79.8299;-0.739703491
1993;05;78.9016;-0.460363821
1993;06;18.4095;-0.439306357
1993;07;0.285156;-0.455057051
1993;08;1.98674;-0.478010792
1993;09;22.8373;-0.436490338
1993;10;128.061;0.266245099
1993;11;59.1639;0.276806573
1993;12;4.46672;-0.156338306
1994;01;58.9617;-0.069950828
1994;02;74.0547;0.180687417
1994;03;4.33388;-0.028695039
1994;04;40.7682;-0.17797468
1994;05;64.533;-0.020834634
1994;06;0.124028;-0.155288342
1994;07;0.122409;-0.172423138
1994;08;0.0646183;-0.211723813
1994;09;20.5956;-0.189268188
1994;10;34.6599;-0.280874533
1994;11;42.7983;-0.409496428
1994;12;27.1169;-0.650009911
1995;01;30.8279;-0.802889988
1995;02;46.1632;-0.789458626
1995;03;23.5973;-0.835012825
1995;04;13.9871;-1.212055809
1995;05;15.2931;-1.473682886
1995;06;20.0729;-1.438478821
1995;07;5.11413;-1.413160878
1995;08;6.21952;-1.400116392
1995;09;9.23544;-1.474274723
1995;10;7.09698;-1.800293499
1995;11;194.405;-0.639556531
1995;12;173.892;0.368197881
1996;01;272.39;2.269714048
1996;02;38.9796;0.293267914
1996;03;40.0731;0.387834295
1996;04;37.0054;0.159649548
1996;05;102.77;0.641981125
1996;06;16.1445;0.643775602
1996;07;4.9476;0.667677269
1996;08;1.28555;0.312013309
1996;09;77.8462;0.821364094
1996;10;48.1029;0.844085489
1996;11;46.3311;0.242353672
1996;12;303.784;2.354791462
1997;01;152.316;3.235122706
1997;02;0.255197;-0.036068799
1997;03;0.0604899;-0.281794856
1997;04;48.0284;-0.369329184
1997;05;51.6765;-0.321528912
1997;06;36.6201;-0.145597036
1997;07;21.1886;0.016428324
1997;08;28.8589;0.222012357
1997;09;43.5524;0.439707068
