Año;Mes;Precipitaciones;ISSP
1975;10;4.03513;-0.336861721
1975;11;12.6807;-0.687688297
1975;12;68.1878;-0.567776158
1976;1;29.0886;-0.751002725
1976;2;72.2017;-0.546380821
1976;3;36.6132;-0.516994286
1976;4;109.11;0.038533429
1976;5;39.8518;0.045652082
1976;6;20.9838;0.101465608
1976;7;11.3859;0.190828765
1976;8;7.94722;0.231165223
1976;9;55.3578;0.624679708
1976;10;92.5387;1.068841606
1976;11;49.0805;0.171374894
1976;12;161.44;1.186902357
1977;1;135.443;2.025127622
1977;2;99.3631;2.490613785
1977;3;13.1404;-0.023442054
1977;4;2.34948;-0.493266639
1977;5;20.6343;-0.670717224
1977;6;17.3833;-0.649483718
1977;7;5.55144;-0.616156041
1977;8;9.82062;-0.557827024
1977;9;6.45392;-0.633996517
1977;10;67.1446;-0.433725328
1977;11;80.1049;-0.136994563
1977;12;114.725;0.429871423
1978;1;34.1233;0.037737354
1978;2;120.927;0.710328114
1978;3;51.7029;0.884639557
1978;4;80.8939;1.169173434
1978;5;63.8289;1.406573606
1978;6;39.3737;1.639007911
1978;7;1.11682;0.163346096
1978;8;3.42425;0.160242922
1978;9;5.10582;0.07112597
1978;10;17.4666;-0.205721645
1978;11;21.2062;-0.474667381
1978;12;129.882;0.237769878
1979;1;156.637;1.279547135
1979;2;141.148;2.146344975
1979;3;67.8838;2.47606146
1979;4;42.8654;0.091909037
1979;5;10.8096;-0.179900199
1979;6;15.3792;-0.177914525
1979;7;11.1978;-0.090357923
1979;8;1.01606;-0.116589901
1979;9;29.8278;0.031728661
1979;10;157.11;1.096048
1979;11;19.0545;-0.117001635
1979;12;22.3987;-0.436858419
1980;1;33.9732;-0.573172178
1980;2;36.9578;-0.7070407
1980;3;51.9844;-0.530025667
1980;4;25.0616;-0.781717889
1980;5;62.9455;-0.552802092
1980;6;9.61368;-0.606189782
1980;7;0.609175;-0.620328742
1980;8;2.59198;-0.631425226
1980;9;16.401;-0.612060702
1980;10;44.3169;-0.631031933
1980;11;79.9833;-0.335469041
1980;12;8.60301;-0.787822768
1981;1;1.55218;-1.235515371
1981;2;11.621;-1.61272428
1981;3;32.721;-1.620719319
1981;4;77.9762;-1.364207695
1981;5;22.2624;-1.526021637
1981;6;15.5936;-1.521976817
1981;7;2.19206;-1.520913389
1981;8;8.13313;-1.478791409
1981;9;15.1718;-1.471232402
1981;10;8.64997;-1.832756935
1981;11;0.278026;-2.302701611
1981;12;172.086;-1.184927544
1982;1;77.6592;-0.901671029
1982;2;41.1598;-0.995182588
1982;3;31.7954;-1.012067299
1982;4;41.2003;-1.108759778
1982;5;18.1366;-1.310198842
1982;6;6.6715;-1.391843898
1982;7;9.24683;-1.323024855
1982;8;9.79274;-1.264963603
1982;9;14.729;-1.261657348
1982;10;24.705;-1.468985724
1982;11;148.645;-0.513980259
1982;12;35.2453;-0.710455377
1983;1;0.226862;-1.170876636
1983;2;22.3734;-1.444817051
1983;3;27.9327;-1.498800011
1983;4;57.0799;-1.442981203
1983;5;9.9381;-1.723160523
1983;6;3.08326;-1.839267852
1983;7;1.47E-01;-1.857846365
1983;8;11.2879;-1.785425257
1983;9;3.37967;-1.891120547
1983;10;7.21884;-2.266389977
1983;11;192.999;-0.885398615
1983;12;92.964;-0.52753022
1984;1;24.8909;-0.751072452
1984;2;34.1195;-0.912200652
1984;3;84.9282;-0.418785876
1984;4;52.1037;-0.410759623
1984;5;93.6847;0.113382437
1984;6;16.7679;0.128705502
1984;7;0.239173;0.111012959
1984;8;1.63278;0.0907041
1984;9;9.12049;0.040144951
1984;10;20.6878;-0.205765526
1984;11;169.548;0.949997101
1984;12;14.2075;-0.225917414
1985;1;104.8;0.318005513
1985;2;95.4727;0.746127391
1985;3;14.7244;-0.008228958
1985;4;55.429;0.031734231
1985;5;42.7706;0.066885703
1985;6;14.0598;0.05619956
1985;7;0.152875;0.037678192
1985;8;0.15281;0.003155364
1985;9;6.45427;-0.073010768
1985;10;0.532349;-0.512498778
1985;11;85.2278;-0.166566516
1985;12;74.5343;0.014298852
1986;1;55.7809;0.087431201
1986;2;109.844;0.65357831
1986;3;40.3191;0.71855715
1986;4;61.1953;0.813901196
1986;5;27.3401;0.05956296
1986;6;19.0894;0.097182238
1986;7;4.15805;0.117127481
1986;8;0.0768585;0.081875198
1986;9;22.5941;0.160719662
1986;10;67.4693;0.364109343
1986;11;49.3376;0.365343967
1986;12;23.1208;-0.140312055
1987;1;130.486;0.650305055
1987;2;85.9999;0.987448008
1987;3;8.82366;-0.064901007
1987;4;51.1054;-0.066462654
1987;5;2.86209;-0.414601583
1987;6;2.10547;-0.540099829
1987;7;33.7255;-0.236182076
1987;8;31.4261;0.029650882
1987;9;16.5033;0.049997918
1987;10;93.4625;0.503032201
1987;11;54.9271;0.557949653
1987;12;161.178;1.570960808
1988;1;89.9596;1.972353161
1988;2;23.7864;-0.087760124
1988;3;12.2898;-0.291981052
1988;4;45.5165;-0.347219765
1988;5;55.8937;-0.186031058
1988;6;36.1999;0.015921351
1988;7;2.01593;0.015293187
1988;8;0.0273692;-0.020434402
1988;9;2.99797;-0.129795626
1988;10;46.3249;-0.129481567
1988;11;46.1881;-0.158495458
1988;12;2.92149;-0.665415794
1989;1;26.5538;-0.872987157
1989;2;49.3359;-0.887973593
1989;3;31.0714;-0.911811765
1989;4;55.4143;-0.871989758
1989;5;28.6929;-0.972043716
1989;6;6.57275;-1.05463719
1989;7;2.14674;-1.054009025
1989;8;4.43508;-1.047403958
1989;9;38.7092;-0.813786411
1989;10;36.7446;-0.905483732
1989;11;167.664;0.232184532
1989;12;141.949;1.060516001
1990;1;46.6186;0.157745055
1990;2;0.328609;-0.327918543
1990;3;19.3575;-0.464259674
1990;4;75.0354;-0.235992162
1990;5;9.53056;-0.520085589
1990;6;1.95245;-0.647053474
1990;7;3.01008;-0.638133596
1990;8;2.10396;-0.653917135
1990;9;14.0405;-0.65722339
1990;10;73.533;-0.395596556
1990;11;47.2664;-0.414254208
1990;12;20.4805;-0.752533821
1991;1;13.9558;-1.081099239
1991;2;72.8745;-0.870015611
1991;3;83.2888;-0.392346005
1991;4;19.2003;-0.700331484
1991;5;3.75307;-1.039913239
1991;6;13.5191;-1.055792388
1991;7;1.68888;-1.059561615
1991;8;0.973985;-1.086197691
1991;9;31.9057;-0.917922505
1991;10;80.5036;-0.589348443
1991;11;27.6287;-0.79661103
1991;12;23.9899;-1.101185568
1992;1;8.85795;-1.478711896
1992;2;63.0826;-1.361671901
