Año;Mes;Precipitaciones;ISSP
1963;04;103.657;0.437366497
1963;05;49.7051;0.543566099
1963;06;26.5625;0.702001255
1963;07;2.13206;0.714779206
1963;08;0.233832;0.093859069
1963;09;29.2461;0.177973076
1963;10;28.5457;-0.046561902
1963;11;181.621;0.768227282
1963;12;382.82;2.856113861
1964;01;40.2185;-0.190999239
1964;02;177.293;0.615103915
1964;03;106.17;1.058977252
1964;04;42.9446;0.031171149
1964;05;14.9397;-0.119354716
1964;06;31.8987;0.078485666
1964;07;3.37316;0.100428533
1964;08;0.154007;0.0932696
1964;09;2.79467;-0.01794726
1964;10;7.9037;-0.31435561
1964;11;110.24;-0.026680182
1964;12;114.793;0.081958155
1965;01;107.979;0.293921672
1965;02;82.2763;0.398372991
1965;03;84.6868;0.683603408
1965;04;10.0572;-0.211686207
1965;05;4.02266;-0.442829071
1965;06;15.1475;-0.368688104
1965;07;0;-0.371654373
1965;08;0.0207869;-0.376783917
1965;09;113.61;0.33031621
1965;10;172.56;1.249814064
1965;11;114.162;1.566451543
1965;12;87.517;0.004633802
1966;01;140.873;0.459503414
1966;02;140.738;0.99566578
1966;03;6.01405;-0.198313966
1966;04;49.0946;-0.219143455
1966;05;10.0437;-0.405823885
1966;06;15.9189;-0.325986506
1966;07;0.0412273;-0.328648332
1966;08;0.576371;-0.329675159
1966;09;25.5286;-0.273013071
1966;10;68.5207;-0.121794538
1966;11;87.8757;0.000731478
1966;12;23.515;-0.56467355
1967;01;57.4198;-0.726064985
1967;02;122.023;-0.328103736
1967;03;26.8431;-0.470020739
1967;04;37.9551;-0.573109984
1967;05;23.4537;-0.660764126
1967;06;25.448;-0.510559007
1967;07;0.0185106;-0.513388584
1967;08;0.0164399;-0.518550229
1967;09;2.41284;-0.632586716
1967;10;113.016;-0.152792166
1967;11;161.695;0.514853259
1967;12;17.7004;-0.510927625
1968;01;4.70366;-1.061601958
1968;02;208.947;-0.021749503
1968;03;92.7549;0.323059884
1968;04;45.0455;0.046685268
1968;05;30.0623;0.007832403
1968;06;14.2017;0.0749891
1968;07;0.0935397;0.072713576
1968;08;10.8861;0.147819052
1968;09;2.71864;-0.014362925
1968;10;24.6052;-0.187438871
1968;11;169.164;0.535361464
1968;12;114.953;0.645181322
1969;01;192.583;1.481903981
1969;02;204.161;2.486414168
1969;03;177.209;3.454875758
1969;04;68.1296;3.574610429
1969;05;39.4882;3.605363224
1969;06;29.325;3.784198091
1969;07;0.0550591;0.094855694
1969;08;1.25443;0.098836001
1969;09;66.6189;0.458929849
1969;10;92.8198;0.789585344
1969;11;178.992;1.584960651
1969;12;76.2678;-0.078436035
1970;01;409.362;2.359093462
1970;02;11.7468;-0.318959147
1970;03;67.4949;-0.1606825
1970;04;47.3975;-0.194044242
1970;05;58.2302;-0.024890948
1970;06;74.9702;0.491011386
1970;07;0;0.09444911
1970;08;0.012045;0.089255011
1970;09;0.00106204;-0.042591277
1970;10;20.1998;-0.248198946
1970;11;68.3123;-0.270139065
1970;12;136.43;-0.001722071
1971;01;152.344;0.537855262
1971;02;9.31559;-0.336912444
1971;03;68.5281;-0.171006119
1971;04;194.899;0.884858539
1971;05;155.611;1.77312139
1971;06;30.386;1.959791223
1971;07;0.637182;1.961530231
1971;08;32.6358;2.197246599
1971;09;10.3619;0.04207881
1971;10;13.542;-0.212693454
1971;11;52.6364;-0.350392425
1971;12;96.9587;-0.373451667
1972;01;155.876;0.192207758
1972;02;139.801;0.721450838
1972;03;154.78;1.524285238
1972;04;22.9206;-0.116696293
1972;05;28.7513;-0.16523025
1972;06;10.1058;-0.128319771
1972;07;0.386255;-0.128433736
1972;08;0.0773716;-0.13314543
1972;09;60.27;0.180064898
1972;10;173.313;1.105123289
1972;11;72.082;1.111020559
1972;12;135.641;1.373611174
1973;01;107.117;1.579209243
1973;02;24.8503;-0.222196212
